Audio File (Original),split duration,dept
STT_CS-L-2010_2013-M_M-D_D-G02_G02-2_2-L_L-01,00:14:50.507,STT_CS
STT_CS-L-2010_2013-M_M-D_D-G02_G03-2_2-L_L-01,00:01:48.590,STT_CS
STT_CS-L-2010_2013-P_P-D_D-G05_G04-6_3-N_N-01,00:08:57.093,STT_CS
STT_CS-L-2010_2013_2014-M_M_M-D_D_D-G02_G03_G04-2_1_1-L_L_L-01,00:12:34.494,STT_CS
STT_CS-L-2010_2016-M_M-D_D-G01_G01-1_1-L_L-01,00:09:57.532,STT_CS
STT_CS-L-2010_2017-M_M-D_D-B07_B02-6_1-R_R-01,00:10:26.461,STT_CS
STT_CS-L-2011_2006_2007-M_M_M-D_D_D-G02_G02_G02-3_3_3-L_L_L-01,00:02:06.529,STT_CS
STT_CS-L-2011_2009-M_M-D_D-G04_G02-3_3-L_L-01,00:05:59.700,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B01_B05-6_6-R_R-01,00:15:16.276,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B01_B05-6_6-R_R-02,00:04:03.592,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B01_B05-6_6-R_R-03,00:07:11.350,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B04_B05-4_6-R_R-01,00:01:25.015,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B05_B03-6_6-R_R-01,00:06:30.898,STT_CS
STT_CS-L-2011_2010-M_M-D_D-B06_B05-6_6-R_R-01,00:15:50.642,STT_CS
STT_CS-L-2011_2010-M_M-D_D-G01_G02-2_2-L_L-01,00:11:59.327,STT_CS
STT_CS-L-2011_2010-M_M-D_D-G02_G02-2_2-L_L-01,00:06:46.792,STT_CS
STT_CS-L-2011_2010-M_M-D_D-G02_G03-2_2-L_L-02,00:05:25.204,STT_CS
STT_CS-L-2011_2010-P_P-D_D-B03_B05-5_5-R_R-01,00:00:06.348,STT_CS
STT_CS-L-2011_2010-P_P-D_D-B04_B04-5_5-R_R-01,00:16:03.980,STT_CS
STT_CS-L-2011_2010-P_P-D_D-G03_G05-3_6-N_N-01,00:06:22.584,STT_CS
STT_CS-L-2011_2011-M_M-D_D-B04_B04-4_2-R_R-01,00:04:01.717,STT_CS
STT_CS-L-2011_2011-M_M-D_D-B05_B06-6_6-R_R-01,00:00:11.894,STT_CS
STT_CS-L-2011_2011-M_M-D_D-B07_B05-6_6-R_R-01,00:03:02.906,STT_CS
STT_CS-L-2011_2011-M_M-D_D-B09_B07-6_6-R_R-01,00:05:03.006,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B02_B01-0_0-R_R-01,00:12:28.861,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B04_B01-6_6-R_R-01,00:07:27.870,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B04_B05-5_5-R_R-01,00:27:23.097,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B04_B06-6_6-R_R-01,00:39:29.604,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B04_B06-6_6-R_R-02,00:09:18.290,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B04_B06-6_6-R_R-03,00:12:42.212,STT_CS
STT_CS-L-2011_2011-P_P-D_D-B05_B06-6_6-R_R-01,00:04:15.854,STT_CS
STT_CS-L-2011_2012-M_M-D_D-B01_B01-5_5-R_R-01,00:59:59.319,STT_CS
STT_CS-L-2011_2012-M_M-D_D-B04_B05-4_5-R_R-01,00:07:18.755,STT_CS
STT_CS-L-2011_2012-M_M-D_D-B05_B05-5_5-R_R-01,00:09:51.376,STT_CS
STT_CS-L-2011_2012-M_M-D_D-B06_B09-6_6-R_R-01,00:55:33.325,STT_CS
STT_CS-L-2011_2012-M_M-D_D-B07_B08-6_6-R_R-01,00:35:05.487,STT_CS
STT_CS-L-2011_2012-M_M-D_D-G01_G01-1_2-L_L-01,00:11:54.747,STT_CS
STT_CS-L-2011_2012-M_M-D_D-G02_G01-1_1-L_L-01,00:03:11.245,STT_CS
STT_CS-L-2011_2012-M_P-D_D-B01_B01-2_0-R_R-01,00:11:11.511,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B01_B01-0_0-R_R-01,00:16:20.986,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B03_B01-4_6-R_R-01,00:15:21.584,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B03_B01-6_6-R_R-01,00:37:19.023,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B04_B01-6_6-R_R-01,00:06:15.531,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B04_B02-5_4-R_R-01,00:12:23.081,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B05_B04-5_5-R_R-01b,00:27:44.657,STT_CS
STT_CS-L-2011_2012-P_P-D_D-B06_B06-6_6-R_R-01,00:13:39.522,STT_CS
STT_CS-L-2011_2012-P_P-D_D-G03_G02-3_3-N_N-01,00:13:27.030,STT_CS
STT_CS-L-2011_2012-P_P-D_D-G03_G03-3_3-N_N-02,00:10:11.181,STT_CS
STT_CS-L-2011_2013-M_M-D_D-B01_B01-4_4-R_R-01,00:15:13.341,STT_CS
STT_CS-L-2011_2013-M_M-D_D-B04_B04-4_4-R_R-01,00:00:02.372,STT_CS
STT_CS-L-2011_2013-M_M-D_D-B05_B01-5_5-R_R-01,00:07:57.621,STT_CS
STT_CS-L-2011_2013-M_M-D_D-B05_B05-5_5-R_R-01,00:06:26.692,STT_CS
STT_CS-L-2011_2013-M_M-D_D-G01_G02-1_1-L_L-01,00:16:53.880,STT_CS
STT_CS-L-2011_2013-M_M-D_D-G02_G01-1_1-L_L-01,00:04:55.625,STT_CS
STT_CS-L-2011_2013-M_M-D_D-G02_G02-2_2-L_L-01,00:09:20.871,STT_CS
STT_CS-L-2011_2013-M_M-D_D-G02_G02-2_2-L_L-02,00:22:11.324,STT_CS
STT_CS-L-2011_2013-M_M-D_D-G02_G03-2_2-L_L-01,00:09:34.651,STT_CS
STT_CS-L-2011_2013-P_P-D_D-B07_B07-4_4-R_R-01,00:09:23.489,STT_CS
STT_CS-L-2011_2014-P_P-D_D-G03_G03-3_3-N_N-01,00:05:41.439,STT_CS
STT_CS-L-2011_2015-M_M-D_D-B02_B02-1_2-R_R-01,00:05:35.494,STT_CS
STT_CS-L-2011_2015-M_M-D_D-B07_B02-6_3-R_R-01,00:02:29.225,STT_CS
STT_CS-L-2011_2015-M_M-D_D-B08_B06-5_3-R_R-01,00:18:18.280,STT_CS
STT_CS-L-2011_2015-M_P-D_D-B05_B05-5_2-R_R-01,00:13:23.733,STT_CS
STT_CS-L-2011_2016-M_M-D_D-G02_G01-0_0-L_L-01,00:12:48.127,STT_CS
STT_CS-L-2011_2017-M_M-D_D-B08_B01-6_1-R_R-01,00:21:58.620,STT_CS
STT_CS-L-2012_2009-M_M-D_D-B05_B07-5_5-R_R-01,00:02:43.120,STT_CS
STT_CS-L-2012_2010-M_M-D_D-B02_B06-6_6-R_R-01,00:24:11.709,STT_CS
STT_CS-L-2012_2010-M_P-D_D-B03_B07-5_6-R_R-01,00:32:26.185,STT_CS
STT_CS-L-2012_2010-M_P-D_D-B07_B07-6_6-R_R-01a,00:00:13.742,STT_CS
STT_CS-L-2012_2010-M_P-D_D-B07_B07-6_6-R_R-01b,00:04:54.349,STT_CS
STT_CS-L-2012_2010-P_P-D_D-B01_B04-6_6-R_R-01,00:50:27.643,STT_CS
STT_CS-L-2012_2010-P_P-D_D-B01_B04-6_6-R_R-02,00:18:37.828,STT_CS
STT_CS-L-2012_2010-P_P-D_D-B01_B07-6_6-R_R-01,00:53:51.636,STT_CS
STT_CS-L-2012_2010-P_P-D_D-B10_B07-6_6-R_R-01,00:01:49.470,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B01_B01-0_0-R_R-01,00:12:20.997,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B01_B03-5_5-R_R-01,00:01:16.035,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B01_B05-5_5-R_R-01,00:17:33.826,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B02_B05-5_6-R_R-01,00:07:42.069,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B05_B08-5_5-R_R-01,00:24:13.881,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B06_B06-5_5-R_R-02,00:09:27.964,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B06_B06-6_6-R_R-01,00:10:18.763,STT_CS
STT_CS-L-2012_2011-M_M-D_D-B08_B06-6_6-R_R-01,00:13:33.137,STT_CS
STT_CS-L-2012_2011-M_M-D_D-G01_G02-1_1-L_L-01,00:03:01.034,STT_CS
STT_CS-L-2012_2011-M_M-D_D-G01_G04-0_0-L_L-01,00:08:43.770,STT_CS
STT_CS-L-2012_2011-M_P-D_D-B05_B05-4_4-R_R-01,00:15:21.744,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B01_B01-0_0-R_R-01,00:00:20.239,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B04_B05-6_6-R_R-01a,00:35:42.644,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B04_B05-6_6-R_R-01b,00:15:17.830,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B08_B06-6_6-R_R-01,00:03:29.865,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B08_B08-6_6-R_R-01,00:05:40.101,STT_CS
STT_CS-L-2012_2011-P_P-D_D-B09_B07-6_6-R_R-01,00:18:05.111,STT_CS
STT_CS-L-2012_2011-P_P-D_D-G03_G03-3_3-N_N-01,00:14:04.833,STT_CS
STT_CS-L-2012_2011-P_P-D_D-G06_G07-6_6-N_N-01,00:15:17.402,STT_CS
STT_CS-L-2012_2011_2011-M_M_M-D_D_D-B08_B08_B05-6_6_6-R_R_R-01a,00:18:21.327,STT_CS
STT_CS-L-2012_2011_2011-M_M_M-D_D_D-B08_B08_B05-6_6_6-R_R_R-01b,00:14:27.023,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B01_B01-0_0-R_R-01,00:02:25.191,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B01_B01-6_6-R_R-01,00:45:40.881,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B01_B05-5_5-R_R-01,00:10:18.342,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B02_B03-5_5-R_R-01,00:14:47.946,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B03_B05-5_6-R_R-01,00:22:31.843,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B04_B04-5_5-R_R-01,00:01:10.703,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B01-5_0-R_R-01,00:18:08.314,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B03-5_5-R_R-01,00:35:01.546,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B04-5_5-R_R-01,00:11:28.909,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B04-5_5-R_R-03,00:09:27.550,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B05-4_4-R_R-01,00:08:32.015,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B06-6_6-R_R-01,00:02:40.232,STT_CS
STT_CS-L-2012_2012-M_M-D_D-B05_B07-5_5-R_R-01,00:35:09.566,STT_CS
STT_CS-L-2012_2012-M_P-D_D-B04_B04-4_4-R_R-01,00:04:39.187,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B01_B01-6_6-R_R-01,00:03:29.030,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B01_B04-4_4-R_R-01,00:18:46.014,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B02_B01-5_5-R_R-01,00:08:20.068,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B02_B04-6_6-R_R-01,00:14:40.102,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B04_B08-4_4-R_R-01,00:05:20.819,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B05_B02-5_5-R_R-01,00:01:06.976,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B05_B02-5_5-R_R-02,00:00:17.128,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B05_B07-6_6-R_R-01,00:20:09.568,STT_CS
STT_CS-L-2012_2012-P_P-D_D-B06_B02-6_6-R_R-01,00:00:56.972,STT_CS
STT_CS-L-2012_2012_2012-P_P_P-D_D_D-B01_B01_B01-6_6_6-R_R_R-01,00:00:21.246,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B01_B01-2_2-R_R-01,00:06:57.450,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B01_B01-4_4-R_R-01,00:33:02.408,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B01_B03-6_4-R_R-01,00:17:18.276,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B02_B05-4_4-R_R-01,00:08:03.934,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B03_B01-4_4-R_R-01,00:01:19.626,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B03_B05-5_5-R_R-01,00:11:34.210,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B04_B02-5_5-R_R-01,00:07:36.974,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B04_B02-5_5-R_R-02,00:09:03.163,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B04_B05-6_6-R_R-01,00:38:42.303,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B05_B01-5_5-R_R-02,00:09:03.453,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B05_B04-5_5-R_R-01,00:14:45.531,STT_CS
STT_CS-L-2012_2013-M_M-D_D-B06_B05-5_4-R_R-01,00:22:40.688,STT_CS
STT_CS-L-2012_2013-P_P-D_D-B03_B04-5_5-R_R-02,00:08:21.215,STT_CS
STT_CS-L-2012_2013-P_P-D_D-B06_B04-4_4-R_R-01,00:22:01.864,STT_CS
STT_CS-L-2012_2013-P_P-D_D-B06_B05-4_4-R_R-01,00:00:44.891,STT_CS
STT_CS-L-2012_2013-P_P-D_D-B07_B04-6_4-R_R-01,00:01:36.289,STT_CS
STT_CS-L-2012_2013-P_P-D_D-G02_G04-3_3-N_N-01,00:08:03.736,STT_CS
STT_CS-L-2012_2013_2010-P_P_P-D_D_D-B01_B02_B01-6_6_6-R_R_R-01,00:03:13.148,STT_CS
STT_CS-L-2012_2014-M_M-D_D-B05_B01-4_3-R_R-01,00:09:11.878,STT_CS
STT_CS-L-2012_2014-M_M-D_D-B05_B03-4_4-R_R-01,00:01:44.740,STT_CS
STT_CS-L-2012_2014-M_M-D_D-B07_B02-4_4-R_R-01,00:07:01.295,STT_CS
STT_CS-L-2012_2014-P_P-D_D-B05_B02-6_1-R_R-01,00:03:46.153,STT_CS
STT_CS-L-2012_2014-P_P-D_D-G03_G03-3_3-N_N-01,00:13:48.563,STT_CS
STT_CS-L-2012_2014-P_P-D_D-G04_G03-6_3-N_N-01,00:11:32.138,STT_CS
STT_CS-L-2012_2015-M_M-D_D-B03_B02-3_2-R_R-01,00:01:45.641,STT_CS
STT_CS-L-2012_2015-M_P-D_D-B01_B03-4_3-R_R-01,00:09:17.603,STT_CS
STT_CS-L-2012_2015-P_P-D_D-G02_G04-3_5-N_N-01,00:07:35.830,STT_CS
STT_CS-L-2012_2016-P_P-D_D-B09_B02-6_2-R_R-01,00:04:15.494,STT_CS
STT_CS-L-2013_2009-M_M-D_D-B04_B08-6_6-R_R-01,00:12:33.980,STT_CS
STT_CS-L-2013_2010-M_M-D_D-G02_G03-2_2-L_L-01,00:06:08.848,STT_CS
STT_CS-L-2013_2010-M_M-D_D-G02_G03-2_2-L_L-02,00:06:46.792,STT_CS
STT_CS-L-2013_2011-M_M-D_D-B02_B01-1_1-L_L-01,00:04:02.331,STT_CS
STT_CS-L-2013_2011-M_M-D_D-B02_B04-4_4-R_R-01,00:01:06.586,STT_CS
STT_CS-L-2013_2011-M_M-D_D-B07_B08-4_5-R_R-01,00:07:12.000,STT_CS
STT_CS-L-2013_2011-M_M-D_D-G02_G01-0_0-L_L-01,00:16:00.055,STT_CS
STT_CS-L-2013_2011-P_P-D_D-B01_B01-3_3-R_R-01,00:09:08.760,STT_CS
STT_CS-L-2013_2011-P_P-D_D-G02_G07-3_7-N_N-01,00:17:10.681,STT_CS
STT_CS-L-2013_2012-M_M-D_D-B01_B01-0_0-R_R-01,00:07:38.249,STT_CS
STT_CS-L-2013_2012-M_M-D_D-B02_B04-5_5-R_R-01,00:12:57.219,STT_CS
STT_CS-L-2013_2012-M_M-D_D-B06_B06-4_4-R-01a,00:40:29.848,STT_CS
STT_CS-L-2013_2012-M_M-D_D-B06_B06-4_4-R-01b,00:35:40.605,STT_CS
STT_CS-L-2013_2012-M_M-D_D-B08_B08-5_6-R_R-01,00:01:01.645,STT_CS
STT_CS-L-2013_2012-M_M-D_D-G03_G02-1_1-L_L-01,00:13:34.211,STT_CS
STT_CS-L-2013_2012-P_P-D_D-B05_B01-5_4-R_R-01,00:03:12.723,STT_CS
STT_CS-L-2013_2012-P_P-D_D-B07_B05-4_4-R_R-01,00:20:25.264,STT_CS
STT_CS-L-2013_2012-P_P-D_D-B10_B10-5_5-R_R-01,00:09:46.556,STT_CS
STT_CS-L-2013_2012-P_P-D_D-B10_B10-5_5-R_R-02,00:15:02.722,STT_CS
STT_CS-L-2013_2012-P_P-D_D-G04_G04-3_3-N_N-01,00:13:48.103,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B01_B01-0_0-R_R-01,00:31:33.116,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B01_B01-0_0-R_R-02,00:00:29.317,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B01_B02-0_4-R_R-01,00:04:33.850,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B04_B03-4_4-R_R-01,00:06:41.108,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B04_B04-3_3-R_R-01,00:09:01.056,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B04_B04-3_3-R_R-02,00:18:00.051,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B04_B04-4_4-R_R-01,00:02:45.378,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B04_B05-3_3-R_R-01,00:07:49.612,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B05-3_3-R_R-01,00:17:12.884,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B05-5_5-R_R-01a,00:17:19.655,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B05-5_5-R_R-01b,00:18:28.790,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B05-5_5-R_R-02,00:12:05.860,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B05-5_5-R_R-05,00:09:30.013,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B06-4_4-R_R-01,00:26:24.730,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B05_B07-5_4-R_R-01,00:28:37.866,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B06_B06-4_4-R_R-01A,00:09:12.595,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B06_B06-4_4-R_R-01B,00:08:12.113,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B07_B08-4_5-R_R-01,00:19:50.650,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B08_B05-5_5-R_R-02,00:08:25.994,STT_CS
STT_CS-L-2013_2013-M_M-D_D-B08_B08-5_5-R_R-01,00:19:12.421,STT_CS
STT_CS-L-2013_2013-M_M-D_D-G01_G02-1_1-L_L-01,00:10:36.141,STT_CS
STT_CS-L-2013_2013-P_M-D_D-B03_B04-4_4-R_R-01,00:03:32.970,STT_CS
STT_CS-L-2013_2013-P_M-D_D-B06_B07-5_5-R_R-01,00:33:04.114,STT_CS
STT_CS-L-2013_2013-P_P-D_D-B01_B04-5_5-R_R-01,00:08:07.494,STT_CS
STT_CS-L-2013_2013-P_P-D_D-B03_B03-4_4-R_R-01,00:04:06.610,STT_CS
STT_CS-L-2013_2013-P_P-D_D-B04_B05-4_4-R_R-01,00:02:31.126,STT_CS
STT_CS-L-2013_2013-P_P-D_D-G03_G03-5_3-N_N-01,00:07:50.538,STT_CS
STT_CS-L-2013_2013_2011-M_M_M-D_D_D-G02_G02_G01-1_1_1-L_L_L-01,00:20:22.648,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B01_B01-1_1-R_R-01,00:21:01.934,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B01_B02-3_3-R_R-01,00:01:24.191,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B03_B03-4_4-R_R-01,00:26:23.791,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B03_B06-4_4-R_R-01,00:18:53.680,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B04_B03-4_4-R_R-01,00:00:58.229,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B04_B07-4_4-R_R-02,00:10:42.882,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B04_B07-4_4-R_R-03,00:05:52.611,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B04_B07-4_4-R_R-04,00:08:02.730,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B04_B07-4_4-R_R-05,00:17:43.884,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B05_B05-4_4-R_R-01,00:23:14.302,STT_CS
STT_CS-L-2013_2014-M_M-D_D-B06_B03-4_3-R_R-02,00:12:10.411,STT_CS
STT_CS-L-2013_2014-M_M-D_D-G02_G02-2_1-L_L-01,00:11:32.943,STT_CS
STT_CS-L-2013_2014-M_P-D_D-B01_B02-4_4-R_R-01,00:06:38.849,STT_CS
STT_CS-L-2013_2014-P_P-D_D-B01_B01-0_0-R_R-01,00:14:19.004,STT_CS
STT_CS-L-2013_2014-P_P-D_D-B03_B04-6_6-R_R-01,00:13:12.095,STT_CS
STT_CS-L-2013_2014-P_P-D_D-B04_B04-4_4-R_R-01,00:03:45.176,STT_CS
STT_CS-L-2013_2014-P_P-D_D-G02_G03-2_2-N_N-01,00:09:38.312,STT_CS
STT_CS-L-2013_2014-P_P-D_D-G03_G02-2_3-N_N-01,00:17:50.371,STT_CS
STT_CS-L-2013_2015-M_M-B02_B02-2_2-R_R-02,00:05:30.217,STT_CS
STT_CS-L-2013_2015-M_M-D_D-B01_B01-4_3-R_R-01,00:00:23.522,STT_CS
STT_CS-L-2013_2015-M_M-D_D-B02_B01-4_3-R_R-01,00:21:19.273,STT_CS
STT_CS-L-2013_2015-P_P-D_D-B01_B01-2_2-R_R-01,00:09:14.508,STT_CS
STT_CS-L-2013_2015-P_P-D_D-B01_B03-1_1-R_R-01,00:00:37.766,STT_CS
STT_CS-L-2013_2015-P_P-D_D-B01_B06-4_4-R_R-01,00:02:21.892,STT_CS
STT_CS-L-2013_2015-P_P-D_D-B02_B02-3_3-R_R-01,00:10:05.411,STT_CS
STT_CS-L-2013_2015-P_P-D_D-G02_G03-3_3-N_N-01,00:09:23.000,STT_CS
STT_CS-L-2013_2016-M_M-D_D-B05_B04-6_5-R_R-01,00:19:03.820,STT_CS
STT_CS-L-2013_2016-P_P-D_D-B04_B02-4_2-R_R-01,00:00:48.003,STT_CS
STT_CS-L-2013_2017-P_P-D_D-B01_B01-0_0-R_R-01,00:05:01.894,STT_CS
STT_CS-L-2013_2019-P_P-D_D-B04_B01-1_0-R_R-01,00:04:09.225,STT_CS
STT_CS-L-2014_2009-P_P-D_D-G04_G02-3_5-N_N-01,00:13:48.778,STT_CS
STT_CS-L-2014_2010-M_M-D_D-G01_G04-0_0-L_L-01,00:11:17.520,STT_CS
STT_CS-L-2014_2010-P_P-D_D-B02_B04-4_4-R_R-01,00:04:26.311,STT_CS
STT_CS-L-2014_2011-P_P-D_D-B01_B03-4_4-R_R-01,00:05:25.934,STT_CS
STT_CS-L-2014_2011-P_P-D_D-B07_B03-5_5-R_R-01,00:00:37.990,STT_CS
STT_CS-L-2014_2012-M_M-D_D-B01_B03-3_3-R_R-01,00:09:08.550,STT_CS
STT_CS-L-2014_2012-M_M-D_D-B01_B03-4_4-R_R-01,00:14:33.006,STT_CS
STT_CS-L-2014_2012-M_M-D_D-B03_B02-2_2-R_R-02,00:14:30.391,STT_CS
STT_CS-L-2014_2012-P_P-D_D-B04_B05-4_4-R_R-01,00:04:19.035,STT_CS
STT_CS-L-2014_2012-P_P-D_D-B04_B05-4_5-R_R-01,00:17:17.976,STT_CS
STT_CS-L-2014_2012-P_P-D_D-G02_G04-3_3-N_N-01,00:09:10.089,STT_CS
STT_CS-L-2014_2012-P_P-D_D-G03_G02-3_3-N_N-02,00:11:46.248,STT_CS
STT_CS-L-2014_2013-M_M-D_D-B02_B07-4_4-R_R-01,00:27:07.727,STT_CS
STT_CS-L-2014_2013-M_M-D_D-B04_B01-4_4-R_R-01,00:27:35.625,STT_CS
STT_CS-L-2014_2013-M_M-D_D-B04_B07-4_4-R_R-01,00:25:32.365,STT_CS
STT_CS-L-2014_2013-M_M-D_D-B07_B05-4_4-R_R-01,00:22:32.231,STT_CS
STT_CS-L-2014_2013-M_M-D_D-B07_B05-4_4-R_R-02,00:14:43.006,STT_CS
STT_CS-L-2014_2013-P_M-D_D-B01_B04-0_0-R_R-01,00:00:40.068,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B01_B01-0_0-R_R-01,00:00:26.073,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B01_B01-0_1-R_R-01,00:01:50.253,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B01_B01-4_5-R_R-01,00:06:49.845,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B01_B05-4_3-R_R-01,00:14:30.301,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B04_B03-4_4-R_R-01,00:05:47.040,STT_CS
STT_CS-L-2014_2013-P_P-D_D-B06_B06-4_4-R_R-01,00:15:46.322,STT_CS
STT_CS-L-2014_2013-P_P-D_D-G03_G03-3_3-N_N-01,00:10:16.208,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B02_B02-4_4-R_R-01,00:04:26.878,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B02_B03-3_3-R_R-01,00:19:57.392,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B03_B01-3_3-R_R-02,00:17:23.596,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B03_B01-3_3-R_R-03,00:27:24.992,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B03_B02-3_3-R_R-01,00:09:49.822,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B03_B03-1_1-R_R-01,00:16:48.815,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B03_B03-3_3-R_R-02,00:11:50.617,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B04_B01-3_3-R_R-01,00:01:03.299,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B04_B02-3_3-R_R-01,00:15:58.757,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B04_B05-2_2-R_R-01,00:01:44.677,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B04_B08-4_4-R_R-01,00:03:34.745,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B05_B01-2_2-R_R-01,00:04:20.554,STT_CS
STT_CS-L-2014_2014-M_M-D_D-B07_B07-4_4-R_R-01,00:40:26.678,STT_CS
STT_CS-L-2014_2014-P_M-D_D-B05_B04-4_4-R_R-01,00:31:17.152,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B01_B01-0_0-R_R-01,00:13:51.441,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B01_B01-0_0-R_R-02,00:11:53.297,STT_CS
