Audio File (Original),split duration,dept
STT_CS-X-2011_2012-M_M-D_D-B05_B04-6_5-R_R-01,00:03:07.548,STT_CS
STT_CS-X-2012-M-D-B01-0-R-01,00:10:37.485,STT_CS
STT_CS-X-2012-M-D-B01-3-R-01,00:05:28.271,STT_CS
STT_CS-X-2012-M-D-B01-3-R-03,00:04:00.243,STT_CS
STT_CS-X-2012-M-D-B01-4-R-02,00:16:15.387,STT_CS
STT_CS-X-2012-M-D-B01-4-R-03,00:04:25.457,STT_CS
STT_CS-X-2012-M-D-B01-4-R-04,00:07:55.758,STT_CS
STT_CS-X-2012-M-D-B01-4-R-05,00:11:08.465,STT_CS
STT_CS-X-2012-M-D-B01-4-R-06,00:09:31.483,STT_CS
STT_CS-X-2012-M-D-B01-4-R-08,00:08:47.857,STT_CS
STT_CS-X-2012-M-D-B01-5-R-07,00:13:28.502,STT_CS
STT_CS-X-2012-M-D-B02-3-R-01,00:05:42.036,STT_CS
STT_CS-X-2012-M-D-B02-3-R-02,00:11:38.269,STT_CS
STT_CS-X-2012-M-D-B02-4-R-04,00:16:14.093,STT_CS
STT_CS-X-2012-M-D-B03-3-R-02,00:07:16.705,STT_CS
STT_CS-X-2012-M-D-B03-3-R-03,00:05:52.022,STT_CS
STT_CS-X-2012-M-D-B03-3-R-05,00:07:37.296,STT_CS
STT_CS-X-2012-M-D-B03-4-R-02,00:29:11.461,STT_CS
STT_CS-X-2012-M-D-B03-5-R-01,00:21:23.462,STT_CS
STT_CS-X-2012-M-D-B03-5-R-02,00:10:45.774,STT_CS
STT_CS-X-2012-M-D-B03-5-R-03,00:08:22.611,STT_CS
STT_CS-X-2012-M-D-B03-5-R-04,00:02:57.274,STT_CS
STT_CS-X-2012-M-D-B03-5-R-07,00:03:02.447,STT_CS
STT_CS-X-2012-M-D-B03-5-R-09,00:05:31.190,STT_CS
STT_CS-X-2012-M-D-B04-3-R-01,00:08:36.432,STT_CS
STT_CS-X-2012-M-D-B04-4-R-01,00:03:40.525,STT_CS
STT_CS-X-2012-M-D-B04-4-R-02,00:05:04.583,STT_CS
STT_CS-X-2012-M-D-B04-4-R-05,00:08:44.025,STT_CS
STT_CS-X-2012-M-D-B04-4-R-06,00:05:14.290,STT_CS
STT_CS-X-2012-M-D-B04-5-R-01,00:11:35.432,STT_CS
STT_CS-X-2012-M-D-B04-5-R-02,00:07:52.184,STT_CS
STT_CS-X-2012-M-D-B04-5-R-03,00:01:50.653,STT_CS
STT_CS-X-2012-M-D-B04-5-R-5,00:09:52.626,STT_CS
STT_CS-X-2012-M-D-B04-5-R-6,00:07:29.743,STT_CS
STT_CS-X-2012-M-D-B05-4-R-01,00:09:34.149,STT_CS
STT_CS-X-2012-M-D-B05-5-R-01,00:10:08.642,STT_CS
STT_CS-X-2012-M-D-B05-5-R-02,00:07:09.802,STT_CS
STT_CS-X-2012-M-D-B05-5-R-04,00:04:26.608,STT_CS
STT_CS-X-2012-M-D-B05-5-R-05,00:10:25.881,STT_CS
STT_CS-X-2012-M-D-B05-5-R-07,00:05:32.804,STT_CS
STT_CS-X-2012-M-D-B05-5-R-09,00:05:59.381,STT_CS
STT_CS-X-2012-M-D-B05-5-R-11,00:09:16.801,STT_CS
STT_CS-X-2012-M-D-B05-5-R-12,00:04:46.045,STT_CS
STT_CS-X-2012-M-D-B05-5-R-13,00:06:52.981,STT_CS
STT_CS-X-2012-M-D-B05-6-R-01,00:07:28.531,STT_CS
STT_CS-X-2012-M-D-B05-6-R-02,00:15:13.005,STT_CS
STT_CS-X-2012-M-D-B05-6-R-O1,00:03:54.950,STT_CS
STT_CS-X-2012-M-D-B06-5-R-01,00:19:03.358,STT_CS
STT_CS-X-2012-M-D-B06-5-R-02,00:14:25.733,STT_CS
STT_CS-X-2012-M-D-B06-6-R-01,00:20:53.793,STT_CS
STT_CS-X-2012-M-D-B07-4-R-01,00:05:25.392,STT_CS
STT_CS-X-2012-M-D-B09-6-R-03,00:10:44.578,STT_CS
STT_CS-X-2012-M-D-G02-0-L-01,00:06:56.186,STT_CS
STT_CS-X-2012-M_D-B06-6-R-02,00:03:04.172,STT_CS
STT_CS-X-2012-P-D-B01-6-R-02,00:20:09.846,STT_CS
STT_CS-X-2012-P-D-B02-5-T-01,00:00:45.493,STT_CS
STT_CS-X-2012-P-D-B03-3-R-01,00:09:24.722,STT_CS
STT_CS-X-2012-P-D-B03-3-R-03,00:04:02.448,STT_CS
STT_CS-X-2012-P-D-B03-3-R-05,00:06:32.432,STT_CS
STT_CS-X-2012-P-D-B03-5-R-01,00:02:46.828,STT_CS
STT_CS-X-2012-P-D-B04-3-R-04,00:07:18.888,STT_CS
STT_CS-X-2012-P-D-B04-4-R-02,00:06:24.796,STT_CS
STT_CS-X-2012-P-D-B04-5-R-01,00:13:46.095,STT_CS
STT_CS-X-2012-P-D-B05-4-R-01,00:25:11.216,STT_CS
STT_CS-X-2012-P-D-B05-4-R-03,00:06:35.178,STT_CS
STT_CS-X-2012-P-D-B06-5-R-01,00:08:13.068,STT_CS
STT_CS-X-2012-P-D-B06-5-R-02,00:02:56.875,STT_CS
STT_CS-X-2012-P-D-B06-6-R-01,00:14:38.305,STT_CS
STT_CS-X-2012-P-D-B06-6-R-02,00:12:10.312,STT_CS
STT_CS-X-2012-P-D-G02-3-N-02,00:12:34.440,STT_CS
STT_CS-X-2012-P-D-G02-3-N-03,00:06:43.625,STT_CS
STT_CS-X-2012-P-D-G03-3-N-02,00:09:16.495,STT_CS
STT_CS-X-2012-P-D-G03-3-N-03,00:09:59.501,STT_CS
STT_CS-X-2013-M-D-B01-0-R-01,00:01:37.670,STT_CS
STT_CS-X-2013-M-D-B01-3-R-01,00:08:17.020,STT_CS
STT_CS-X-2013-M-D-B01-4-R-01,00:00:06.970,STT_CS
STT_CS-X-2013-M-D-B01-4-R-03,00:04:58.034,STT_CS
STT_CS-X-2013-M-D-B01-4-R-07,00:10:56.702,STT_CS
STT_CS-X-2013-M-D-B01-4-R-09,00:04:47.903,STT_CS
STT_CS-X-2013-M-D-B01-5-R-01,00:15:44.961,STT_CS
STT_CS-X-2013-M-D-B01-5-T-01,00:00:40.178,STT_CS
STT_CS-X-2013-M-D-B02-3-R-03,00:05:06.827,STT_CS
STT_CS-X-2013-M-D-B02-5-R-4,00:09:09.183,STT_CS
STT_CS-X-2013-M-D-B03-5-R-01,00:20:21.730,STT_CS
STT_CS-X-2013-M-D-B03-5-R-04,00:09:46.750,STT_CS
STT_CS-X-2013-M-D-B03-5-R-06,00:07:33.798,STT_CS
STT_CS-X-2013-M-D-B04-3-R-01,00:07:47.709,STT_CS
STT_CS-X-2013-M-D-B04-3-R-02,00:04:00.837,STT_CS
STT_CS-X-2013-M-D-B04-4-R-03,00:02:22.004,STT_CS
STT_CS-X-2013-M-D-B04-5-R-01,00:09:02.212,STT_CS
STT_CS-X-2013-M-D-B04-5-R-03,00:04:43.950,STT_CS
STT_CS-X-2013-M-D-B04-5-R-05,00:04:46.877,STT_CS
STT_CS-X-2013-M-D-B05-4-R-02,00:10:20.980,STT_CS
STT_CS-X-2013-M-D-B05-5-R-01,00:05:52.595,STT_CS
STT_CS-X-2013-M-D-B05-5-R-03,00:09:04.351,STT_CS
STT_CS-X-2013-M-D-B05-5-R-04,00:15:32.296,STT_CS
STT_CS-X-2013-M-D-B05-5-R-06,00:06:49.953,STT_CS
STT_CS-X-2013-M-D-B05-5-R-09,00:07:15.019,STT_CS
STT_CS-X-2013-M-D-B05-5-R-5,00:08:53.225,STT_CS
STT_CS-X-2013-M-D-B05-5-T-01,00:00:45.839,STT_CS
STT_CS-X-2013-M-D-B06-4-R-03,00:14:13.524,STT_CS
STT_CS-X-2013-M-D-B07-5-R-01,00:06:42.752,STT_CS
STT_CS-X-2013-M-D-B07-5-R-04,00:05:06.253,STT_CS
STT_CS-X-2013-M-D-B08-5-R-03,00:20:25.620,STT_CS
STT_CS-X-2013-M-D-B08-5-T-01,00:00:46.078,STT_CS
STT_CS-X-2013-M-D-B10-5-R-01,00:03:09.060,STT_CS
STT_CS-X-2013-M-D-G01-1-L-01,00:14:49.040,STT_CS
STT_CS-X-2013-M-D-G02-2-L-01,00:10:36.726,STT_CS
STT_CS-X-2013-M-D-G02-2-L-02,00:10:40.185,STT_CS
STT_CS-X-2013-P-D-B01-0-R-01,00:02:43.752,STT_CS
STT_CS-X-2013-P-D-B01-2-R-01,00:01:56.940,STT_CS
STT_CS-X-2013-P-D-B01-3-R-01,00:03:30.957,STT_CS
STT_CS-X-2013-P-D-B01-5-R-01,00:15:25.162,STT_CS
STT_CS-X-2013-P-D-B02-3-R-02,00:02:57.909,STT_CS
STT_CS-X-2013-P-D-B02-3-R-04,00:04:42.925,STT_CS
STT_CS-X-2013-P-D-B03-4-R-02,00:08:34.612,STT_CS
STT_CS-X-2013-P-D-B03-4-R-05,00:02:34.758,STT_CS
STT_CS-X-2013-P-D-B03-4-R-06,00:02:06.893,STT_CS
STT_CS-X-2013-P-D-B03-4-R-08,00:13:44.715,STT_CS
STT_CS-X-2013-P-D-B03-4-R-09,00:14:38.188,STT_CS
STT_CS-X-2013-P-D-B04-2-R-05,00:12:45.437,STT_CS
STT_CS-X-2013-P-D-B04-4-R-01,00:09:33.200,STT_CS
STT_CS-X-2013-P-D-B05-4-R-01,00:10:34.073,STT_CS
STT_CS-X-2013-P-D-B06-4-R-01,00:08:56.368,STT_CS
STT_CS-X-2013-P-D-B06-4-R-03,00:06:57.557,STT_CS
STT_CS-X-2013-P-D-B07-4-R-01,00:10:12.951,STT_CS
STT_CS-X-2013-P-D-B07-4-T-01,00:00:14.845,STT_CS
STT_CS-X-2013-P-D-G01-2-N-01,00:08:53.063,STT_CS
STT_CS-X-2013-P-D-G01-2-N-02,00:08:00.831,STT_CS
STT_CS-X-2013-P-D-G02-3-N-01,00:14:58.014,STT_CS
STT_CS-X-2013-P-D-G02-3-N-03,00:06:39.888,STT_CS
STT_CS-X-2013-P-D-G02-3-N-04,00:06:39.888,STT_CS
STT_CS-X-2013-P-D-G03-3-N-02,00:14:25.012,STT_CS
STT_CS-X-2013-P-D-G03-3-N-03,00:04:52.745,STT_CS
STT_CS-X-2013-P-D-G03-5-N-01,00:08:25.048,STT_CS
STT_CS-X-2013-P-D-G04-3-N-01,00:08:19.795,STT_CS
STT_CS-X-2013-P_D-B04-4-R-01,00:03:15.092,STT_CS
STT_CS-X-2014-M-D-B01-1-R-01,00:03:45.155,STT_CS
STT_CS-X-2014-M-D-B01-2-R-01,00:08:51.061,STT_CS
STT_CS-X-2014-M-D-B01-3-R-01,00:03:13.394,STT_CS
STT_CS-X-2014-M-D-B01-3-R-02,00:05:42.998,STT_CS
STT_CS-X-2014-M-D-B01-3-R-04,00:06:09.304,STT_CS
STT_CS-X-2014-M-D-B02-1-R-01,00:03:36.682,STT_CS
STT_CS-X-2014-M-D-B02-3-R-01,00:09:35.649,STT_CS
STT_CS-X-2014-M-D-B02-3-R-02,00:16:46.896,STT_CS
STT_CS-X-2014-M-D-B02-3-R-03,00:06:33.749,STT_CS
STT_CS-X-2014-M-D-B02-3-R-05,00:04:09.023,STT_CS
STT_CS-X-2014-M-D-B02-4-R-01,00:14:47.270,STT_CS
STT_CS-X-2014-M-D-B03-1-R-01,00:02:07.251,STT_CS
STT_CS-X-2014-M-D-B03-3-R-01,00:05:06.998,STT_CS
STT_CS-X-2014-M-D-B03-3-R-02,00:05:48.179,STT_CS
STT_CS-X-2014-M-D-B03-3-R-05,00:08:20.492,STT_CS
STT_CS-X-2014-M-D-B03-5-R-04,00:06:46.333,STT_CS
STT_CS-X-2014-M-D-B04-3-R-01,00:08:18.233,STT_CS
STT_CS-X-2014-M-D-B04-3-R-02,00:04:24.405,STT_CS
STT_CS-X-2014-M-D-B04-3-R-05,00:08:51.728,STT_CS
STT_CS-X-2014-M-D-B04-4-R-02,00:05:04.830,STT_CS
STT_CS-X-2014-M-D-B04-5-R-04,00:11:26.077,STT_CS
STT_CS-X-2014-M-D-B05-3-R-03,00:02:27.626,STT_CS
STT_CS-X-2014-M-D-B06-4-R-01,00:11:00.564,STT_CS
STT_CS-X-2014-M-D-B07-4-R-01,00:14:38.902,STT_CS
STT_CS-X-2014-M-D-B07-4-T-01,00:01:03.506,STT_CS
STT_CS-X-2014-M-D-B07-5-R-01,00:16:21.644,STT_CS
STT_CS-X-2014-M-D-B09-4-R-01,00:04:46.227,STT_CS
STT_CS-X-2014-M-D-G02-0-L-01,00:05:59.607,STT_CS
STT_CS-X-2014-M-D-G02-1-L-01,00:03:42.688,STT_CS
STT_CS-X-2014-P-D-B01-2-R-01,00:02:45.177,STT_CS
STT_CS-X-2014-P-D-B02-3-R-01,00:02:23.694,STT_CS
STT_CS-X-2014-P-D-B02-4-R-01,00:05:23.634,STT_CS
STT_CS-X-2014-P-D-B03-2-R-01,00:06:09.739,STT_CS
STT_CS-X-2014-P-D-B03-3-R-01,00:03:55.395,STT_CS
STT_CS-X-2014-P-D-B04-4-R-02,00:22:01.446,STT_CS
STT_CS-X-2014-P-D-B06-4-R-01,00:02:45.389,STT_CS
STT_CS-X-2014-P-D-B06-4-R-02,00:11:05.273,STT_CS
STT_CS-X-2014-P-D-B06-4-R-03,00:04:12.098,STT_CS
STT_CS-X-2014-P-D-B06-4-R-05,00:09:46.632,STT_CS
STT_CS-X-2014-P-D-B06-4-R-06,00:09:20.122,STT_CS
STT_CS-X-2014-P-D-B07-4-T-01,00:00:36.767,STT_CS
STT_CS-X-2014-P-D-G01-2-N-02,00:17:50.691,STT_CS
STT_CS-X-2014-P-D-G02-3-N-02,00:12:29.525,STT_CS
STT_CS-X-2014-P-D-G03-3-N-01,00:15:12.527,STT_CS
STT_CS-X-2014-P-D-G03-3-N-02,00:12:31.383,STT_CS
STT_CS-X-2014-P-D-G03-3-N-03,00:06:29.482,STT_CS
STT_CS-X-2014-P-D-G03-5-N-01,00:09:58.076,STT_CS
STT_CS-X-2015-M-D-B01-0-R-01,00:14:56.909,STT_CS
STT_CS-X-2015-M-D-B01-0-R-02,00:01:00.017,STT_CS
STT_CS-X-2015-M-D-B01-3-R-01,00:05:21.008,STT_CS
STT_CS-X-2015-M-D-B02-1-R-01,00:07:03.833,STT_CS
STT_CS-X-2015-M-D-B02-2-R-01,00:08:49.061,STT_CS
STT_CS-X-2015-M-D-B02-2-R-03,00:04:51.006,STT_CS
STT_CS-X-2015-M-D-B02-2-R-07,00:01:49.049,STT_CS
STT_CS-X-2015-M-D-B02-3-R-01,00:04:12.963,STT_CS
STT_CS-X-2015-M-D-B02-3-R-02,00:08:08.817,STT_CS
STT_CS-X-2015-M-D-B02-3-R-05,00:11:22.368,STT_CS
STT_CS-X-2015-M-D-B03-2-R-03,00:04:59.242,STT_CS
STT_CS-X-2015-M-D-B03-3-R-01,00:05:55.271,STT_CS
STT_CS-X-2015-M-D-B03-3-R-05,00:08:27.166,STT_CS
STT_CS-X-2015-M-D-B03-3-R-09,00:14:40.689,STT_CS
STT_CS-X-2015-M-D-B04-1-R-04,00:14:39.826,STT_CS
STT_CS-X-2015-M-D-B04-2-R-01,00:03:45.445,STT_CS
STT_CS-X-2015-M-D-B04-2-R-05,00:09:41.063,STT_CS
STT_CS-X-2015-M-D-B04-3-R-01,00:07:52.304,STT_CS
STT_CS-X-2015-M-D-B04-3-R-02,00:07:49.484,STT_CS
STT_CS-X-2015-M-D-B04-3-R-04,00:06:28.322,STT_CS
STT_CS-X-2015-M-D-B04-3-R-05,00:05:12.632,STT_CS
STT_CS-X-2015-M-D-B05-2-R-03,00:16:16.266,STT_CS
STT_CS-X-2015-M-D-B06-3-R-01,00:21:35.070,STT_CS
STT_CS-X-2015-M-D-B06-3-R-02,00:14:44.074,STT_CS
STT_CS-X-2015-M-D-G01-1-L-01,00:16:36.166,STT_CS
STT_CS-X-2015-M-D-G02-1-L-01,00:16:36.166,STT_CS
STT_CS-X-2015-M_D-B01-3-R-02,00:12:39.713,STT_CS
STT_CS-X-2015-P-D-B01-2-R-02,00:05:12.690,STT_CS
STT_CS-X-2015-P-D-B01-3-R-02,00:04:22.701,STT_CS
STT_CS-X-2015-P-D-B02-1-R-02,00:09:03.413,STT_CS
STT_CS-X-2015-P-D-B02-2-R-01,00:07:58.072,STT_CS
STT_CS-X-2015-P-D-B02-2-R-02,00:06:44.684,STT_CS
STT_CS-X-2015-P-D-B02-4-R-01,00:13:31.008,STT_CS
STT_CS-X-2015-P-D-B02-4-R-02,00:13:59.075,STT_CS
STT_CS-X-2015-P-D-B03-2-R-01,00:10:37.474,STT_CS
STT_CS-X-2015-P-D-B03-2-R-02,00:01:34.191,STT_CS
STT_CS-X-2015-P-D-B03-2-R-04,00:03:50.263,STT_CS
STT_CS-X-2015-P-D-B03-3-R-04,00:12:45.441,STT_CS
STT_CS-X-2015-P-D-B03-3-R-05,00:03:00.107,STT_CS
STT_CS-X-2015-P-D-B03-4-R-01,00:13:11.466,STT_CS
STT_CS-X-2015-P-D-B03-4-R-02,00:05:34.772,STT_CS
STT_CS-X-2015-P-D-B03-4-R-03,00:02:46.776,STT_CS
STT_CS-X-2015-P-D-B04-2-R-05,00:07:18.665,STT_CS
STT_CS-X-2015-P-D-B05-2-R-01,00:01:36.751,STT_CS
STT_CS-X-2015-P-D-B05-2-R-07,00:07:42.278,STT_CS
STT_CS-X-2015-P-D-B07-3-R-01,00:08:43.501,STT_CS
STT_CS-X-2015-P-D-B08-2-R-01,00:08:10.832,STT_CS
STT_CS-X-2015-P-D-G01-1-N-02,00:13:43.168,STT_CS
STT_CS-X-2015-P-D-G01-2-N-01,00:06:46.640,STT_CS
STT_CS-X-2015-P-D-G01-2-N-02,00:05:39.058,STT_CS
STT_CS-X-2015-P-D-G01-2-N-03,00:12:16.064,STT_CS
STT_CS-X-2015-P-D-G02-2-N-01,00:05:16.887,STT_CS
STT_CS-X-2015_2013-M_M-D_D-G02_G01-0_0-L_L-01,00:06:12.498,STT_CS
STT_CS-X-2016-M-D-B01-0-R-01,00:10:08.107,STT_CS
STT_CS-X-2016-M-D-B01-1-R-02,00:03:40.903,STT_CS
STT_CS-X-2016-M-D-B01-1-R-03,00:01:59.822,STT_CS
STT_CS-X-2016-M-D-B01-1-R-04,00:06:10.814,STT_CS
STT_CS-X-2016-M-D-B01-2-R-02,00:05:06.998,STT_CS
STT_CS-X-2016-M-D-B02-0-R-01,00:00:52.510,STT_CS
STT_CS-X-2016-M-D-B02-0-R-04,00:00:13.674,STT_CS
STT_CS-X-2016-M-D-B02-1-R-02,00:08:49.061,STT_CS
STT_CS-X-2016-M-D-B02-1-R-04,00:04:50.388,STT_CS
STT_CS-X-2016-M-D-B02-1-R-05,00:03:55.987,STT_CS
STT_CS-X-2016-M-D-B02-1-R-07,00:04:53.329,STT_CS
STT_CS-X-2016-M-D-B02-2-R-01,00:06:00.079,STT_CS
STT_CS-X-2016-M-D-B02-2-R-03,00:05:09.651,STT_CS
STT_CS-X-2016-M-D-B02-2-R-04,00:05:56.450,STT_CS
STT_CS-X-2016-M-D-B02-2-R-05,00:03:03.598,STT_CS
STT_CS-X-2016-M-D-B02-2-R-06,00:09:45.539,STT_CS
STT_CS-X-2016-M-D-B03-1-R-02,00:03:11.173,STT_CS
STT_CS-X-2016-M-D-B03-2-R-02,00:07:13.961,STT_CS
STT_CS-X-2016-M-D-B03-2-R-03,00:04:21.289,STT_CS
STT_CS-X-2016-M-D-B04-2-R-02,00:15:22.809,STT_CS
STT_CS-X-2016-M-D-B05-2-R-01,00:08:40.394,STT_CS
STT_CS-X-2016-M-D-B05-2-R-03,00:03:33.329,STT_CS
STT_CS-X-2016-M-D-G02-0-L-01,00:06:07.447,STT_CS
STT_CS-X-2016-M-D-G02-1-L-01,00:15:04.452,STT_CS
STT_CS-X-2016-P-D-B01-0-R-02,00:01:01.244,STT_CS
STT_CS-X-2016-P-D-B01-1-R-01,00:03:39.751,STT_CS
STT_CS-X-2016-P-D-B02-0-R-03,00:06:06.762,STT_CS
STT_CS-X-2016-P-D-B02-2-R-01,00:13:43.048,STT_CS
STT_CS-X-2016-P-D-B02-2-R-03,00:10:57.981,STT_CS
STT_CS-X-2016-P-D-B02-2-R-06,00:14:59.833,STT_CS
STT_CS-X-2016-P-D-B02-2-R-07,00:10:01.779,STT_CS
STT_CS-X-2016-P-D-B02-3-R-02,00:15:47.558,STT_CS
STT_CS-X-2016-P-D-B03-2-R-01,00:09:10.655,STT_CS
STT_CS-X-2016-P-D-B03-3-R-04,00:06:30.424,STT_CS
STT_CS-X-2016-P-D-B04-2-R-03,00:07:31.339,STT_CS
STT_CS-X-2016-P-D-B05-2-R-01,00:04:39.320,STT_CS
STT_CS-X-2016-P-D-B06-3-R-01,00:08:52.042,STT_CS
STT_CS-X-2016-P-D-B07-2-R-03,00:04:57.442,STT_CS
STT_CS-X-2016-P-D-G01-2-N-02,00:05:14.451,STT_CS
STT_CS-X-2016-P-D-G02-2-N-01,00:09:33.216,STT_CS
STT_CS-X-2016-P-D-G02-2-N-02,00:07:35.402,STT_CS
STT_CS-X-2016-P-D-G03-2-N-02,00:07:12.453,STT_CS
STT_CS-X-2017-M-D-B01-0-R-01,00:05:19.426,STT_CS
STT_CS-X-2017-M-D-B01-1-R-01,00:13:34.141,STT_CS
STT_CS-X-2017-M-D-B01-2-R-01,00:10:59.534,STT_CS
STT_CS-X-2017-M-D-B02-0-R-01,00:02:08.516,STT_CS
STT_CS-X-2017-M-D-B03-1-R-02,00:05:49.775,STT_CS
STT_CS-X-2017-P-D-B01-0-R-04,00:04:54.915,STT_CS
STT_CS-X-2017-P-D-B01-1-R-01,00:10:47.125,STT_CS
STT_CS-X-2017-P-D-B02-2-R-03,00:08:52.760,STT_CS
STT_CS-X-2017-P-D-B07-2-R-03,00:03:02.111,STT_CS
STT_CS-X-2018-M-D-B01-0-R-01,00:00:55.094,STT_CS
STT_CS-X-2018-M-D-B01-1-R-01,00:19:10.680,STT_CS
STT_CS-X-2018-M-D-B02-0-R-03,00:03:09.592,STT_CS
STT_CS-X-2018-M-D-B03-0-Y-01a,00:20:27.049,STT_CS
STT_CS-X-2018-M-D-B03-0-Y-01b,00:10:58.495,STT_CS
STT_CS-X-2018-M-D-B03-2-R-01,00:18:59.584,STT_CS
STT_CS-X-2018-M-D-B04-1-R-01,00:05:21.530,STT_CS
STT_CS-X-2018-M-D-B04-1-R-02,00:05:18.088,STT_CS
STT_CS-X-2018-M-D-B04-2-R-01,00:39:12.077,STT_CS
STT_CS-X-2018-P-D-B01-0-R-01,00:01:53.202,STT_CS
STT_CS-X-2018-P-D-B01-0-R-03,00:04:54.814,STT_CS
STT_CS-X-2018-P-D-B01-1-R-03,00:03:04.543,STT_CS
STT_CS-X-2018-P-D-B02-2-R-01,00:36:48.523,STT_CS
STT_CS-X-2019-M-D-B01-0-R-01,00:04:13.852,STT_CS
STT_CS-X-2019-M-D-B02-0-R-02,00:02:20.127,STT_CS
STT_CS-X-2019-M-D-B02-0-Y-01,00:01:05.546,STT_CS
STT_CS-X-2019-M-D-B03-1-R-01,00:05:22.437,STT_CS
STT_CS-X-2019-M-D-B04-0-R-01,00:01:24.451,STT_CS
STT_CS-X-2019-P-D-B01-0-R-01,00:02:30.125,STT_CS
STT_CS-X-203-M-D-B03-5-R-03,00:04:20.672,STT_CS
STT_CS-X-D-2015-M-D-B03-3-R-01,00:06:22.549,STT_CS
STT_CS-X2019_X2019-M_P-D_D-02##_02##-0_0-Y_Y-01a,00:06:40.758,STT_CS
STT_CS-X2019_X2019-M_P-D_D-02##_02##-0_0-Y_Y-01b,00:10:54.772,STT_CS
STT_CS-X2019_X2019-M_P-D_D-02##_02##-0_0-Y_Y-01c,00:08:56.554,STT_CS
STT_CS-X2019_X2019-M_P-D_D-02##_02##-0_0-Y_Y-01d,00:02:38.290,STT_CS
STT_CS-X2019_X2019-M_P-D_D-02##_02##-0_0-Y_Y-01e,00:02:27.587,STT_CS
STT_CS-x-2014-M-D-B01-3-R-05,00:05:51.724,STT_CS
STT_CS_A1,00:00:57.214,STT_CS
STT_CS_A10,00:00:36.191,STT_CS
STT_CS_A15,00:05:58.065,STT_CS
STT_CS_A16,00:02:53.064,STT_CS
STT_CS_A17,00:01:36.213,STT_CS
STT_CS_A18,00:08:38.265,STT_CS
STT_CS_A7,00:03:04.221,STT_CS
STT_CS_B1,00:05:54.964,STT_CS
STT_CS_B10,00:01:35.980,STT_CS
STT_CS_B11,00:05:58.200,STT_CS
STT_CS_B12,00:09:23.705,STT_CS
STT_CS_B13,00:04:40.789,STT_CS
STT_CS_B14,00:04:04.912,STT_CS
STT_CS_B15,00:06:09.404,STT_CS
STT_CS_B16,00:07:15.270,STT_CS
STT_CS_B17,00:02:14.905,STT_CS
STT_CS_B18,00:01:22.065,STT_CS
STT_CS_B19,00:04:33.700,STT_CS
STT_CS_B2,00:08:49.402,STT_CS
STT_CS_B20,00:05:00.609,STT_CS
STT_CS_B21,00:11:05.735,STT_CS
STT_CS_B22,00:04:20.061,STT_CS
STT_CS_B23,00:01:15.645,STT_CS
STT_CS_B24,00:02:51.664,STT_CS
STT_CS_B25,00:02:43.880,STT_CS
STT_CS_B26,00:02:36.478,STT_CS
STT_CS_B27,00:01:45.551,STT_CS
STT_CS_B28,00:04:31.301,STT_CS
STT_CS_B29,00:01:57.529,STT_CS
STT_CS_B3,00:02:52.742,STT_CS
STT_CS_B30,00:06:21.380,STT_CS
STT_CS_B31,00:04:49.895,STT_CS
STT_CS_B32,00:08:04.395,STT_CS
STT_CS_B33,00:04:36.027,STT_CS
STT_CS_B34,00:00:49.432,STT_CS
STT_CS_B35,00:01:11.662,STT_CS
STT_CS_B36,00:01:42.562,STT_CS
STT_CS_B37,00:00:43.571,STT_CS
STT_CS_B38,00:02:00.924,STT_CS
STT_CS_B39,00:01:20.457,STT_CS
STT_CS_B4,00:06:36.711,STT_CS
STT_CS_B40,00:01:26.247,STT_CS
STT_CS_B41,00:02:41.459,STT_CS
STT_CS_B42,00:02:46.350,STT_CS
STT_CS_B43,00:09:09.892,STT_CS
STT_CS_B44,00:06:10.080,STT_CS
STT_CS_B45,00:03:00.256,STT_CS
STT_CS_B46,00:11:14.533,STT_CS
STT_CS_B47,00:02:13.387,STT_CS
STT_CS_B48,00:11:40.832,STT_CS
STT_CS_B49,00:12:21.248,STT_CS
STT_CS_B5,00:05:53.934,STT_CS
STT_CS_B6,00:03:23.851,STT_CS
STT_CS_B7,00:03:24.852,STT_CS
STT_CS_B8,00:01:17.122,STT_CS
STT_CS_B9,00:10:52.627,STT_CS
STT_CS_C1,00:00:16.588,STT_CS
STT_CS_C10,00:00:43.183,STT_CS
STT_CS_C11,00:00:59.991,STT_CS
STT_CS_C12,00:02:46.415,STT_CS
STT_CS_C13,00:00:18.902,STT_CS
STT_CS_C14,00:00:29.747,STT_CS
STT_CS_C15,00:00:53.315,STT_CS
STT_CS_C16,00:00:59.797,STT_CS
STT_CS_C17,00:00:46.927,STT_CS
STT_CS_C18,00:01:08.528,STT_CS
STT_CS_C19,00:02:02.196,STT_CS
STT_CS_C20,00:01:11.605,STT_CS
STT_CS_C21,00:03:06.125,STT_CS
STT_CS_C22,00:01:37.430,STT_CS
STT_CS_C23,00:02:25.838,STT_CS
STT_CS_C24,00:04:08.077,STT_CS
STT_CS_C25,00:02:13.374,STT_CS
STT_CS_C26,00:00:48.212,STT_CS
STT_CS_C27,00:01:33.637,STT_CS
STT_CS_C28,00:00:36.704,STT_CS
STT_CS_C29,00:01:15.115,STT_CS
STT_CS_C3,00:00:33.194,STT_CS
STT_CS_C30,00:00:06.920,STT_CS
STT_CS_C31,00:01:45.682,STT_CS
STT_CS_C32,00:01:42.975,STT_CS
STT_CS_C33,00:00:35.149,STT_CS
